Date,Year,Month,Day,Season,Season.Yr,Max.Temp,Min.Temp,Mean.Temp,Total.Precip,Station
2001-04-16,2001,4,16,Spring,2001,15.7,9.4,12.6,0,VANCOUVER INT'L A
2001-04-17,2001,4,17,Spring,2001,13.6,7,10.3,13.1,VANCOUVER INT'L A
2001-04-18,2001,4,18,Spring,2001,13.4,6.2,9.8,10.1,VANCOUVER INT'L A
2001-04-19,2001,4,19,Spring,2001,13.5,5.8,9.7,0.2,VANCOUVER INT'L A
2001-04-20,2001,4,20,Spring,2001,13.4,4.9,9.2,0,VANCOUVER INT'L A
2001-04-21,2001,4,21,Spring,2001,16.2,5.9,11.1,0,VANCOUVER INT'L A
2001-04-22,2001,4,22,Spring,2001,10.5,6.3,8.4,13.4,VANCOUVER INT'L A
2001-04-23,2001,4,23,Spring,2001,12.4,7.3,9.9,9.6,VANCOUVER INT'L A
2001-04-24,2001,4,24,Spring,2001,14.8,10.4,12.6,1.2,VANCOUVER INT'L A
2001-04-25,2001,4,25,Spring,2001,17.8,8.7,13.3,0,VANCOUVER INT'L A
2001-04-26,2001,4,26,Spring,2001,18.6,8,13.3,0,VANCOUVER INT'L A
2001-04-27,2001,4,27,Spring,2001,14.8,10.3,12.6,4,VANCOUVER INT'L A
2001-04-28,2001,4,28,Spring,2001,14.6,8.4,11.5,9.3,VANCOUVER INT'L A
2001-04-29,2001,4,29,Spring,2001,13,7.7,10.4,1.5,VANCOUVER INT'L A
2001-04-30,2001,4,30,Spring,2001,13.3,7.6,10.5,1.6,VANCOUVER INT'L A
2001-05-01,2001,5,1,Spring,2001,13.9,7.6,10.8,1.6,VANCOUVER INT'L A
2001-05-02,2001,5,2,Spring,2001,13.6,3.8,8.7,0,VANCOUVER INT'L A
2001-05-03,2001,5,3,Spring,2001,12.3,5.7,9,0.8,VANCOUVER INT'L A
2001-05-04,2001,5,4,Spring,2001,12.5,8.1,10.3,9.8,VANCOUVER INT'L A
2001-05-05,2001,5,5,Spring,2001,12.6,7,9.8,0,VANCOUVER INT'L A
2001-05-06,2001,5,6,Spring,2001,13.5,3.8,8.7,0,VANCOUVER INT'L A
2001-05-07,2001,5,7,Spring,2001,16.7,7.7,12.2,0.4,VANCOUVER INT'L A
2001-05-08,2001,5,8,Spring,2001,13.2,8.9,11.1,0.2,VANCOUVER INT'L A
2001-05-09,2001,5,9,Spring,2001,14.9,5.5,10.2,0,VANCOUVER INT'L A
2001-05-10,2001,5,10,Spring,2001,15.8,4.9,10.4,0,VANCOUVER INT'L A
2001-05-11,2001,5,11,Spring,2001,16.2,10.2,13.2,0,VANCOUVER INT'L A
2001-05-12,2001,5,12,Spring,2001,19.6,8.9,14.3,0,VANCOUVER INT'L A
2001-05-13,2001,5,13,Spring,2001,16.4,10.6,13.5,0,VANCOUVER INT'L A
2001-05-14,2001,5,14,Spring,2001,12.5,10,11.3,16,VANCOUVER INT'L A
2001-05-15,2001,5,15,Spring,2001,15.1,7.3,11.2,11.8,VANCOUVER INT'L A
2001-05-16,2001,5,16,Spring,2001,15.2,8.1,11.7,2,VANCOUVER INT'L A
2001-05-17,2001,5,17,Spring,2001,12.9,5.8,9.4,0,VANCOUVER INT'L A
2001-05-18,2001,5,18,Spring,2001,16.2,7.7,12,0,VANCOUVER INT'L A
2001-05-19,2001,5,19,Spring,2001,15.7,9.8,12.8,0.8,VANCOUVER INT'L A
2001-05-20,2001,5,20,Spring,2001,15.2,6.5,10.9,0,VANCOUVER INT'L A
2001-05-21,2001,5,21,Spring,2001,17.8,9.8,13.8,0,VANCOUVER INT'L A
2001-05-22,2001,5,22,Spring,2001,20.7,9.6,15.2,0,VANCOUVER INT'L A
2001-05-23,2001,5,23,Spring,2001,20.7,13.3,17,0,VANCOUVER INT'L A
2001-05-24,2001,5,24,Spring,2001,17.6,11.8,14.7,0,VANCOUVER INT'L A
2001-05-25,2001,5,25,Spring,2001,19.1,10.5,14.8,0,VANCOUVER INT'L A
2001-05-26,2001,5,26,Spring,2001,19.3,10.2,14.8,0,VANCOUVER INT'L A
2001-05-27,2001,5,27,Spring,2001,18.2,12.5,15.4,0,VANCOUVER INT'L A
2001-05-28,2001,5,28,Spring,2001,14.9,9,12,3.4,VANCOUVER INT'L A
2001-05-29,2001,5,29,Spring,2001,16.4,9.5,13,0,VANCOUVER INT'L A
2001-05-30,2001,5,30,Spring,2001,15.3,9.5,12.4,0.8,VANCOUVER INT'L A
2001-05-31,2001,5,31,Spring,2001,20.4,10.5,15.5,0,VANCOUVER INT'L A
2001-06-01,2001,6,1,Summer,2001,14.8,11.3,13.1,15,VANCOUVER INT'L A
2001-06-02,2001,6,2,Summer,2001,13.8,7.1,10.5,12,VANCOUVER INT'L A
2001-06-03,2001,6,3,Summer,2001,15.9,9,12.5,0.4,VANCOUVER INT'L A
2001-06-04,2001,6,4,Summer,2001,17.2,7,12.1,0,VANCOUVER INT'L A
2001-06-05,2001,6,5,Summer,2001,15.5,10,12.8,0,VANCOUVER INT'L A
2001-06-06,2001,6,6,Summer,2001,18.3,10.7,14.5,1.2,VANCOUVER INT'L A
2001-06-07,2001,6,7,Summer,2001,19.4,10.3,14.9,0.3,VANCOUVER INT'L A
2001-06-08,2001,6,8,Summer,2001,21.3,10.7,16,0,VANCOUVER INT'L A
2001-06-09,2001,6,9,Summer,2001,17.3,12,14.7,11.4,VANCOUVER INT'L A
2001-06-10,2001,6,10,Summer,2001,14.3,9.6,12,6,VANCOUVER INT'L A
2001-06-11,2001,6,11,Summer,2001,12.8,8.4,10.6,0.6,VANCOUVER INT'L A
2001-06-12,2001,6,12,Summer,2001,19.3,8.9,14.1,2.2,VANCOUVER INT'L A
2001-06-13,2001,6,13,Summer,2001,17.6,8.7,13.2,0,VANCOUVER INT'L A
2001-06-14,2001,6,14,Summer,2001,18.9,10.7,14.8,0,VANCOUVER INT'L A
2001-06-15,2001,6,15,Summer,2001,18.1,10.9,14.5,0.4,VANCOUVER INT'L A
2001-06-16,2001,6,16,Summer,2001,18.4,10,14.2,0,VANCOUVER INT'L A
2001-06-17,2001,6,17,Summer,2001,18.9,9.3,14.1,0,VANCOUVER INT'L A
2001-06-18,2001,6,18,Summer,2001,18.4,10.4,14.4,0,VANCOUVER INT'L A
2001-06-19,2001,6,19,Summer,2001,21.5,11.7,16.6,0,VANCOUVER INT'L A
2001-06-20,2001,6,20,Summer,2001,24.5,12.9,18.7,0,VANCOUVER INT'L A
2001-06-21,2001,6,21,Summer,2001,25.4,14.5,20,0,VANCOUVER INT'L A
2001-06-22,2001,6,22,Summer,2001,20.3,12.8,16.6,0,VANCOUVER INT'L A
2001-06-23,2001,6,23,Summer,2001,18.9,10.6,14.8,0.2,VANCOUVER INT'L A
2001-06-24,2001,6,24,Summer,2001,18.8,11.7,15.3,0.4,VANCOUVER INT'L A
2001-06-25,2001,6,25,Summer,2001,18.4,11.8,15.1,0,VANCOUVER INT'L A
2001-06-26,2001,6,26,Summer,2001,20.4,12.1,16.3,0,VANCOUVER INT'L A
2001-06-27,2001,6,27,Summer,2001,19.5,14.8,17.2,8.2,VANCOUVER INT'L A
2001-06-28,2001,6,28,Summer,2001,19,14.1,16.6,2.1,VANCOUVER INT'L A
2001-06-29,2001,6,29,Summer,2001,20.3,10.2,15.3,0,VANCOUVER INT'L A
2001-06-30,2001,6,30,Summer,2001,22,11.6,16.8,0,VANCOUVER INT'L A
2001-07-01,2001,7,1,Summer,2001,21,12.7,16.9,0,VANCOUVER INT'L A
2001-07-02,2001,7,2,Summer,2001,22.8,11.7,17.3,0,VANCOUVER INT'L A
2001-07-03,2001,7,3,Summer,2001,24.8,14.1,19.5,0,VANCOUVER INT'L A
2001-07-04,2001,7,4,Summer,2001,24.2,13.8,19,0,VANCOUVER INT'L A
2001-07-05,2001,7,5,Summer,2001,20.2,11.3,15.8,0,VANCOUVER INT'L A
2001-07-06,2001,7,6,Summer,2001,21.5,11.7,16.6,0,VANCOUVER INT'L A
2001-07-07,2001,7,7,Summer,2001,20.5,11.7,16.1,0,VANCOUVER INT'L A
2001-07-08,2001,7,8,Summer,2001,23.2,15.3,19.3,0,VANCOUVER INT'L A
2001-07-09,2001,7,9,Summer,2001,24.5,13.8,19.2,0,VANCOUVER INT'L A
2001-07-10,2001,7,10,Summer,2001,26.9,14.2,20.6,0,VANCOUVER INT'L A
2001-07-11,2001,7,11,Summer,2001,22,13.4,17.7,0,VANCOUVER INT'L A
2001-07-12,2001,7,12,Summer,2001,21.9,12.7,17.3,0,VANCOUVER INT'L A
2001-07-13,2001,7,13,Summer,2001,21.6,12.4,17,0,VANCOUVER INT'L A
2001-07-14,2001,7,14,Summer,2001,21.8,12.1,17,0,VANCOUVER INT'L A
2001-07-15,2001,7,15,Summer,2001,17.5,12.1,14.8,13.9,VANCOUVER INT'L A
2001-07-16,2001,7,16,Summer,2001,18.5,12.4,15.5,3,VANCOUVER INT'L A
2001-07-17,2001,7,17,Summer,2001,21.9,12,17,0,VANCOUVER INT'L A
2001-07-18,2001,7,18,Summer,2001,19.6,13.6,16.6,0,VANCOUVER INT'L A
2001-07-19,2001,7,19,Summer,2001,19.4,14.6,17,4,VANCOUVER INT'L A
2001-07-20,2001,7,20,Summer,2001,21.9,12.5,17.2,0,VANCOUVER INT'L A
2001-07-21,2001,7,21,Summer,2001,18.7,13.5,16.1,0,VANCOUVER INT'L A
2001-07-22,2001,7,22,Summer,2001,21.8,15,18.4,0,VANCOUVER INT'L A
2001-07-23,2001,7,23,Summer,2001,24.5,14.1,19.3,0,VANCOUVER INT'L A
2001-07-24,2001,7,24,Summer,2001,22.3,16,19.2,0,VANCOUVER INT'L A
2001-07-25,2001,7,25,Summer,2001,21.5,14.2,17.9,0,VANCOUVER INT'L A
2001-07-26,2001,7,26,Summer,2001,21.1,12,16.6,0,VANCOUVER INT'L A
2001-07-27,2001,7,27,Summer,2001,19.9,12.4,16.2,12,VANCOUVER INT'L A
2001-07-28,2001,7,28,Summer,2001,18.2,13.5,15.9,6.4,VANCOUVER INT'L A
2001-07-29,2001,7,29,Summer,2001,19.3,12.4,15.9,0,VANCOUVER INT'L A
2001-07-30,2001,7,30,Summer,2001,19.7,10.8,15.3,0,VANCOUVER INT'L A
2001-07-31,2001,7,31,Summer,2001,20.2,12.7,16.5,0,VANCOUVER INT'L A
2001-08-01,2001,8,1,Summer,2001,19.2,12.5,15.9,0,VANCOUVER INT'L A
2001-08-02,2001,8,2,Summer,2001,18,15.2,16.6,8.3,VANCOUVER INT'L A
2001-08-03,2001,8,3,Summer,2001,20.3,15.5,17.9,8,VANCOUVER INT'L A
2001-08-04,2001,8,4,Summer,2001,20.6,14,17.3,6.6,VANCOUVER INT'L A
2001-08-05,2001,8,5,Summer,2001,19.9,13.4,16.7,5.5,VANCOUVER INT'L A
2001-08-06,2001,8,6,Summer,2001,22,15.3,18.7,1.7,VANCOUVER INT'L A
2001-08-07,2001,8,7,Summer,2001,21.1,14.2,17.7,0,VANCOUVER INT'L A
2001-08-08,2001,8,8,Summer,2001,22.3,13.9,18.1,0,VANCOUVER INT'L A
2001-08-09,2001,8,9,Summer,2001,24.6,15.6,20.1,0,VANCOUVER INT'L A
2001-08-10,2001,8,10,Summer,2001,25.1,14,19.6,0,VANCOUVER INT'L A
2001-08-11,2001,8,11,Summer,2001,23.2,15,19.1,0,VANCOUVER INT'L A
2001-08-12,2001,8,12,Summer,2001,23.9,14.7,19.3,0,VANCOUVER INT'L A
2001-08-13,2001,8,13,Summer,2001,24.3,14.5,19.4,0,VANCOUVER INT'L A
2001-08-14,2001,8,14,Summer,2001,22.2,13.8,18,0,VANCOUVER INT'L A
2001-08-15,2001,8,15,Summer,2001,22.8,13.8,18.3,0,VANCOUVER INT'L A
2001-08-16,2001,8,16,Summer,2001,20.1,14.3,17.2,0,VANCOUVER INT'L A
2001-08-17,2001,8,17,Summer,2001,20.7,13.5,17.1,0,VANCOUVER INT'L A
2001-08-18,2001,8,18,Summer,2001,21.7,11,16.4,0,VANCOUVER INT'L A
2001-08-19,2001,8,19,Summer,2001,21.4,12.2,16.8,0,VANCOUVER INT'L A
2001-08-20,2001,8,20,Summer,2001,21.4,11.3,16.4,0,VANCOUVER INT'L A
2001-08-21,2001,8,21,Summer,2001,16.1,13.9,15,23.4,VANCOUVER INT'L A
2001-08-22,2001,8,22,Summer,2001,17,14.2,15.6,22,VANCOUVER INT'L A
2001-08-23,2001,8,23,Summer,2001,16.2,13.2,14.7,6.4,VANCOUVER INT'L A
2001-08-24,2001,8,24,Summer,2001,21.3,12.4,16.9,0,VANCOUVER INT'L A
2001-08-25,2001,8,25,Summer,2001,19.1,13.1,16.1,0,VANCOUVER INT'L A
2001-08-26,2001,8,26,Summer,2001,22.7,11.8,17.3,0,VANCOUVER INT'L A
2001-08-27,2001,8,27,Summer,2001,23,11.9,17.5,1,VANCOUVER INT'L A
2001-08-28,2001,8,28,Summer,2001,20.4,15.3,17.9,1.7,VANCOUVER INT'L A
2001-08-29,2001,8,29,Summer,2001,20.3,12.7,16.5,0,VANCOUVER INT'L A
2001-08-30,2001,8,30,Summer,2001,24.2,13.5,18.9,0,VANCOUVER INT'L A
2001-08-31,2001,8,31,Summer,2001,21.8,14.9,18.4,3.8,VANCOUVER INT'L A
2001-09-01,2001,9,1,Fall,2001,20.7,14.5,17.6,7,VANCOUVER INT'L A
2001-09-02,2001,9,2,Fall,2001,20,11.3,15.7,0,VANCOUVER INT'L A
2001-09-03,2001,9,3,Fall,2001,20.1,13.6,16.9,2.4,VANCOUVER INT'L A
2001-09-04,2001,9,4,Fall,2001,19.9,13.4,16.7,0,VANCOUVER INT'L A
2001-09-05,2001,9,5,Fall,2001,17.8,11.5,14.7,0,VANCOUVER INT'L A
2001-09-06,2001,9,6,Fall,2001,17.8,11,14.4,0,VANCOUVER INT'L A
2001-09-07,2001,9,7,Fall,2001,18.3,11.5,14.9,0,VANCOUVER INT'L A
2001-09-08,2001,9,8,Fall,2001,18.4,9.9,14.2,0,VANCOUVER INT'L A
2001-09-09,2001,9,9,Fall,2001,17.5,10.5,14,0,VANCOUVER INT'L A
2001-09-10,2001,9,10,Fall,2001,18,10.2,14.1,0,VANCOUVER INT'L A
2001-09-11,2001,9,11,Fall,2001,19.2,11,15.1,0,VANCOUVER INT'L A
2001-09-12,2001,9,12,Fall,2001,20.7,12.2,16.5,0,VANCOUVER INT'L A
2001-09-13,2001,9,13,Fall,2001,19.5,13.8,16.7,0,VANCOUVER INT'L A
2001-09-14,2001,9,14,Fall,2001,20.5,11,15.8,0,VANCOUVER INT'L A
2001-09-15,2001,9,15,Fall,2001,19.5,11.4,15.5,0,VANCOUVER INT'L A
2001-09-16,2001,9,16,Fall,2001,15.7,11,13.4,0,VANCOUVER INT'L A
2001-09-17,2001,9,17,Fall,2001,14.9,11.7,13.3,0,VANCOUVER INT'L A
2001-09-18,2001,9,18,Fall,2001,17.8,12.8,15.3,1.6,VANCOUVER INT'L A
2001-09-19,2001,9,19,Fall,2001,17.7,11.2,14.5,0,VANCOUVER INT'L A
2001-09-20,2001,9,20,Fall,2001,17.1,11.8,14.5,0.2,VANCOUVER INT'L A
2001-09-21,2001,9,21,Fall,2001,14.8,12,13.4,14.6,VANCOUVER INT'L A
2001-09-22,2001,9,22,Fall,2001,19.2,14,16.6,0,VANCOUVER INT'L A
2001-09-23,2001,9,23,Fall,2001,19.5,11.1,15.3,0,VANCOUVER INT'L A
2001-09-24,2001,9,24,Fall,2001,20.9,11.5,16.2,0,VANCOUVER INT'L A
2001-09-25,2001,9,25,Fall,2001,16.7,12.6,14.7,2.2,VANCOUVER INT'L A
2001-09-26,2001,9,26,Fall,2001,16.1,8.5,12.3,13.6,VANCOUVER INT'L A
2001-09-27,2001,9,27,Fall,2001,14.6,7.6,11.1,0,VANCOUVER INT'L A
2001-09-28,2001,9,28,Fall,2001,15,8,11.5,1.8,VANCOUVER INT'L A
2001-09-29,2001,9,29,Fall,2001,17.9,11.5,14.7,0.2,VANCOUVER INT'L A
2001-09-30,2001,9,30,Fall,2001,15.8,10,12.9,0,VANCOUVER INT'L A
2001-10-01,2001,10,1,Fall,2001,15.6,9.5,12.6,0,VANCOUVER INT'L A
2001-10-02,2001,10,2,Fall,2001,15,8.7,11.9,0,VANCOUVER INT'L A
2001-10-03,2001,10,3,Fall,2001,14.6,9.8,12.2,0,VANCOUVER INT'L A
2001-10-04,2001,10,4,Fall,2001,21.2,6.7,14,0,VANCOUVER INT'L A
2001-10-05,2001,10,5,Fall,2001,16.3,4.4,10.4,0,VANCOUVER INT'L A
2001-10-06,2001,10,6,Fall,2001,15.8,6.8,11.3,0,VANCOUVER INT'L A
2001-10-07,2001,10,7,Fall,2001,12.9,9.3,11.1,1.7,VANCOUVER INT'L A
2001-10-08,2001,10,8,Fall,2001,14.8,8.2,11.5,1.4,VANCOUVER INT'L A
2001-10-09,2001,10,9,Fall,2001,14.8,8.4,11.6,0,VANCOUVER INT'L A
2001-10-10,2001,10,10,Fall,2001,11.4,8.2,9.8,17.5,VANCOUVER INT'L A
2001-10-11,2001,10,11,Fall,2001,13.1,8.9,11,0,VANCOUVER INT'L A
2001-10-12,2001,10,12,Fall,2001,12.6,7.7,10.2,16.2,VANCOUVER INT'L A
2001-10-13,2001,10,13,Fall,2001,11.3,7.7,9.5,7.6,VANCOUVER INT'L A
2001-10-14,2001,10,14,Fall,2001,12.5,7.6,10.1,3.9,VANCOUVER INT'L A
2001-10-15,2001,10,15,Fall,2001,13.3,3.4,8.4,0,VANCOUVER INT'L A
2001-10-16,2001,10,16,Fall,2001,14.4,9.3,11.9,5.7,VANCOUVER INT'L A
2001-10-17,2001,10,17,Fall,2001,12.5,5.7,9.1,0,VANCOUVER INT'L A
2001-10-18,2001,10,18,Fall,2001,10.3,8,9.2,22.3,VANCOUVER INT'L A
2001-10-19,2001,10,19,Fall,2001,14.3,8.5,11.4,0,VANCOUVER INT'L A
2001-10-20,2001,10,20,Fall,2001,12.1,5.1,8.6,0,VANCOUVER INT'L A
2001-10-21,2001,10,21,Fall,2001,9.4,7.5,8.5,19.4,VANCOUVER INT'L A
2001-10-22,2001,10,22,Fall,2001,12.6,6.6,9.6,9.8,VANCOUVER INT'L A
2001-10-23,2001,10,23,Fall,2001,12.6,8.6,10.6,0,VANCOUVER INT'L A
2001-10-24,2001,10,24,Fall,2001,9.8,6.9,8.4,10,VANCOUVER INT'L A
2001-10-25,2001,10,25,Fall,2001,10,6.8,8.4,1.4,VANCOUVER INT'L A
2001-10-26,2001,10,26,Fall,2001,11.3,8.5,9.9,11.3,VANCOUVER INT'L A
2001-10-27,2001,10,27,Fall,2001,9.7,5.1,7.4,0.3,VANCOUVER INT'L A
2001-10-28,2001,10,28,Fall,2001,10.5,4.7,7.6,0,VANCOUVER INT'L A
2001-10-29,2001,10,29,Fall,2001,10.3,3.3,6.8,0,VANCOUVER INT'L A
2001-10-30,2001,10,30,Fall,2001,10.3,4.4,7.4,10,VANCOUVER INT'L A
2001-10-31,2001,10,31,Fall,2001,13.3,6.9,10.1,7.6,VANCOUVER INT'L A
2001-11-01,2001,11,1,Fall,2001,11.2,8.8,10,4.4,VANCOUVER INT'L A
2001-11-02,2001,11,2,Fall,2001,11.2,6.2,8.7,0,VANCOUVER INT'L A
2001-11-03,2001,11,3,Fall,2001,11.4,6.2,8.8,0,VANCOUVER INT'L A
2001-11-04,2001,11,4,Fall,2001,10.7,5.6,8.2,12.6,VANCOUVER INT'L A
2001-11-05,2001,11,5,Fall,2001,8.8,0.8,4.8,3,VANCOUVER INT'L A
2001-11-06,2001,11,6,Fall,2001,10.3,3.5,6.9,0,VANCOUVER INT'L A
2001-11-07,2001,11,7,Fall,2001,12.4,5.8,9.1,0,VANCOUVER INT'L A
2001-11-08,2001,11,8,Fall,2001,10.3,4.5,7.4,0,VANCOUVER INT'L A
2001-11-09,2001,11,9,Fall,2001,13,4.8,8.9,0,VANCOUVER INT'L A
2001-11-10,2001,11,10,Fall,2001,12.7,1.7,7.2,0,VANCOUVER INT'L A
2001-11-11,2001,11,11,Fall,2001,11.9,7.3,9.6,2.6,VANCOUVER INT'L A
2001-11-12,2001,11,12,Fall,2001,14.1,10.5,12.3,5.1,VANCOUVER INT'L A
2001-11-13,2001,11,13,Fall,2001,12.6,9.1,10.9,19.4,VANCOUVER INT'L A
2001-11-14,2001,11,14,Fall,2001,13.2,10.6,11.9,16.1,VANCOUVER INT'L A
2001-11-15,2001,11,15,Fall,2001,16.1,10.6,13.4,6.5,VANCOUVER INT'L A
2001-11-16,2001,11,16,Fall,2001,13.1,4.8,9,3.2,VANCOUVER INT'L A
2001-11-17,2001,11,17,Fall,2001,8.8,1.2,5,0,VANCOUVER INT'L A
2001-11-18,2001,11,18,Fall,2001,10.1,-1,4.6,0,VANCOUVER INT'L A
2001-11-19,2001,11,19,Fall,2001,13.3,5.3,9.3,11.3,VANCOUVER INT'L A
2001-11-20,2001,11,20,Fall,2001,13.7,8.8,11.3,9,VANCOUVER INT'L A
2001-11-21,2001,11,21,Fall,2001,11,7.9,9.5,3.2,VANCOUVER INT'L A
2001-11-22,2001,11,22,Fall,2001,9.1,7.2,8.2,4,VANCOUVER INT'L A
2001-11-23,2001,11,23,Fall,2001,10.1,3.9,7,0.4,VANCOUVER INT'L A
2001-11-24,2001,11,24,Fall,2001,7.1,2.9,5,0,VANCOUVER INT'L A
2001-11-25,2001,11,25,Fall,2001,6.9,2.1,4.5,0.6,VANCOUVER INT'L A
2001-11-26,2001,11,26,Fall,2001,8.7,1.5,5.1,0,VANCOUVER INT'L A
2001-11-27,2001,11,27,Fall,2001,6.6,2.1,4.4,0,VANCOUVER INT'L A
2001-11-28,2001,11,28,Fall,2001,5.9,2.3,4.1,18.5,VANCOUVER INT'L A
2001-11-29,2001,11,29,Fall,2001,5.8,1.8,3.8,8.6,VANCOUVER INT'L A
2001-11-30,2001,11,30,Fall,2001,6,1.5,3.8,13.4,VANCOUVER INT'L A
2001-12-01,2001,12,1,Winter,2002,9.8,4.2,7,13.3,VANCOUVER INT'L A
2001-12-02,2001,12,2,Winter,2002,6.3,2.2,4.3,3,VANCOUVER INT'L A
2001-12-03,2001,12,3,Winter,2002,5.9,-0.6,2.7,9,VANCOUVER INT'L A
2001-12-04,2001,12,4,Winter,2002,4,0.4,2.2,5.6,VANCOUVER INT'L A
2001-12-05,2001,12,5,Winter,2002,4.6,1.4,3,5.9,VANCOUVER INT'L A
2001-12-06,2001,12,6,Winter,2002,8.7,1.9,5.3,5.8,VANCOUVER INT'L A
2001-12-07,2001,12,7,Winter,2002,7.3,2.4,4.9,1.4,VANCOUVER INT'L A
2001-12-08,2001,12,8,Winter,2002,8.1,5.3,6.7,14.2,VANCOUVER INT'L A
2001-12-09,2001,12,9,Winter,2002,6.8,1.6,4.2,3.4,VANCOUVER INT'L A
2001-12-10,2001,12,10,Winter,2002,5,1.8,3.4,13.4,VANCOUVER INT'L A
2001-12-11,2001,12,11,Winter,2002,7.9,-0.3,3.8,4,VANCOUVER INT'L A
2001-12-12,2001,12,12,Winter,2002,4.9,-1.2,1.9,22.4,VANCOUVER INT'L A
2001-12-13,2001,12,13,Winter,2002,9.1,4.9,7,38,VANCOUVER INT'L A
2001-12-14,2001,12,14,Winter,2002,6.1,2.3,4.2,0,VANCOUVER INT'L A
2001-12-15,2001,12,15,Winter,2002,7.4,2.1,4.8,36.2,VANCOUVER INT'L A
2001-12-16,2001,12,16,Winter,2002,10.6,7.3,9,18,VANCOUVER INT'L A
2001-12-17,2001,12,17,Winter,2002,7.7,1.3,4.5,5.2,VANCOUVER INT'L A
2001-12-18,2001,12,18,Winter,2002,8.3,3.5,5.9,1.2,VANCOUVER INT'L A
2001-12-19,2001,12,19,Winter,2002,6.2,0.6,3.4,0.8,VANCOUVER INT'L A
2001-12-20,2001,12,20,Winter,2002,4.9,-1.4,1.8,0,VANCOUVER INT'L A
2001-12-21,2001,12,21,Winter,2002,4.2,-1.7,1.3,0,VANCOUVER INT'L A
2001-12-22,2001,12,22,Winter,2002,6.3,-1.6,2.4,0,VANCOUVER INT'L A
2001-12-23,2001,12,23,Winter,2002,8.4,4.3,6.4,0,VANCOUVER INT'L A
2001-12-24,2001,12,24,Winter,2002,8.4,-2.2,3.1,0,VANCOUVER INT'L A
2001-12-25,2001,12,25,Winter,2002,7.5,-2.7,2.4,0,VANCOUVER INT'L A
2001-12-26,2001,12,26,Winter,2002,6.2,-4.8,0.7,0,VANCOUVER INT'L A
2001-12-27,2001,12,27,Winter,2002,5.7,1,3.4,0.8,VANCOUVER INT'L A
2001-12-28,2001,12,28,Winter,2002,8.1,3.7,5.9,7.8,VANCOUVER INT'L A
2001-12-29,2001,12,29,Winter,2002,6.5,0.1,3.3,0,VANCOUVER INT'L A
2001-12-30,2001,12,30,Winter,2002,7.4,-1.7,2.9,0,VANCOUVER INT'L A
2001-12-31,2001,12,31,Winter,2002,5.9,0.3,3.1,4.6,VANCOUVER INT'L A
2002-01-01,2002,1,1,Winter,2002,7.5,0.2,3.9,11.6,VANCOUVER INT'L A
2002-01-02,2002,1,2,Winter,2002,12.3,6.5,9.4,3,VANCOUVER INT'L A
2002-01-03,2002,1,3,Winter,2002,9.7,7,8.4,1.8,VANCOUVER INT'L A
2002-01-04,2002,1,4,Winter,2002,9.1,3.5,6.3,0,VANCOUVER INT'L A
2002-01-05,2002,1,5,Winter,2002,9.8,4.1,7,3,VANCOUVER INT'L A
2002-01-06,2002,1,6,Winter,2002,11.9,7.4,9.7,17.6,VANCOUVER INT'L A
2002-01-07,2002,1,7,Winter,2002,13,11,12,13.9,VANCOUVER INT'L A
2002-01-08,2002,1,8,Winter,2002,11.1,7.5,9.3,8.7,VANCOUVER INT'L A
2002-01-09,2002,1,9,Winter,2002,8.8,5,6.9,0,VANCOUVER INT'L A
2002-01-10,2002,1,10,Winter,2002,7.9,3.4,5.7,0.4,VANCOUVER INT'L A
2002-01-11,2002,1,11,Winter,2002,10.1,4.9,7.5,0.4,VANCOUVER INT'L A
2002-01-12,2002,1,12,Winter,2002,9.1,6.2,7.7,7,VANCOUVER INT'L A
2002-01-13,2002,1,13,Winter,2002,6.6,0.9,3.8,0,VANCOUVER INT'L A
2002-01-14,2002,1,14,Winter,2002,5.7,0.2,3,0,VANCOUVER INT'L A
2002-01-15,2002,1,15,Winter,2002,5.5,-2.5,1.5,0,VANCOUVER INT'L A
2002-01-16,2002,1,16,Winter,2002,3.9,0.5,2.2,1.4,VANCOUVER INT'L A
2002-01-17,2002,1,17,Winter,2002,3,-3.6,-0.3,0,VANCOUVER INT'L A
2002-01-18,2002,1,18,Winter,2002,2.9,0.9,1.9,11.6,VANCOUVER INT'L A
2002-01-19,2002,1,19,Winter,2002,6.2,0.9,3.6,5,VANCOUVER INT'L A
2002-01-20,2002,1,20,Winter,2002,8.3,2.1,5.2,9.6,VANCOUVER INT'L A
2002-01-21,2002,1,21,Winter,2002,6.6,-0.2,3.2,0,VANCOUVER INT'L A
2002-01-22,2002,1,22,Winter,2002,4.7,0.1,2.4,6.8,VANCOUVER INT'L A
2002-01-23,2002,1,23,Winter,2002,3.7,-0.3,1.7,3.6,VANCOUVER INT'L A
2002-01-24,2002,1,24,Winter,2002,9.1,3.7,6.4,10.6,VANCOUVER INT'L A
2002-01-25,2002,1,25,Winter,2002,4.5,0.4,2.5,10.3,VANCOUVER INT'L A
2002-01-26,2002,1,26,Winter,2002,5.4,0,2.7,5.4,VANCOUVER INT'L A
2002-01-27,2002,1,27,Winter,2002,0.7,-1.7,-0.5,16.5,VANCOUVER INT'L A
2002-01-28,2002,1,28,Winter,2002,1.8,-7.8,-3,0,VANCOUVER INT'L A
2002-01-29,2002,1,29,Winter,2002,0.9,-4.3,-1.7,0.6,VANCOUVER INT'L A
